ID;Antig;Idade;Grau_Acad;Rendimento;Filhos;NumCompras;Dias_UltCompra;Vendas;Choc_PretoSim;Choc_PretoRec;Choc_BrancoSim;Choc_BrancoRec;Choc_Ruby;Ovo_Pascoa
1693;904;78;Mestrado;114 009 €;0;19;10;768;54;4;31;9;2;0
1694;895;74;Mestrado;108 289 €;1;29;77;1410;35;5;23;8;28;0
1695;1177;67;Licenciatura;99 521 €;1;29;18;1405;73;4;19;3;1;1
1696;857;59;Secundario;75 113 €;1;13;89;431;37;13;36;12;2;0
1697;848;42;Mestrado;50 136 €;0;5;71;70;76;2;18;2;2;0
1698;1096;51;Mestrado;70 041 €;1;17;68;660;43;17;23;6;11;0
1699;1107;70;Mestrado;105 658 €;1;39;58;2048;23;5;61;8;3;1
1700;770;63;Mestrado;91 985 €;1;14;23;484;46;8;37;6;4;0
1701;845;45;Mestrado;68 705 €;1;13;14;445;90;1;8;1;0;0
1702;1096;64;Mestrado;83 812 €;1;27;37;1281;83;7;8;1;1;0
1703;1249;65;Mestrado;99 146 €;1;35;47;1787;59;3;21;11;6;1
1704;1223;71;Licenciatura;95 320 €;1;26;14;1220;30;8;45;3;14;0
1705;635;57;Mestrado;91 473 €;1;18;23;701;51;10;18;2;19;0
1706;1067;50;Mestrado;73 066 €;1;11;43;348;76;0;21;1;1;1
1707;792;22;Licenciatura;23 650 €;0;4;57;35;17;1;17;19;46;0
1708;586;32;Doutoramento;57 480 €;0;3;41;51;60;6;30;1;3;0
1709;1098;25;Mestrado;33 279 €;0;4;40;58;72;2;21;3;2;1
1710;813;40;Secundario;51 909 €;0;4;72;69;41;9;37;5;8;0
1711;1051;51;Licenciatura;67 633 €;1;15;45;541;82;2;14;0;2;0
1712;954;77;Licenciatura;113 483 €;1;43;3;2291;46;4;42;4;4;1
1713;1187;70;Mestrado;89 691 €;1;23;4;1010;35;12;48;1;4;0
1714;690;38;Doutoramento;62 699 €;0;1;206;20;82;1;16;0;1;0
1715;727;43;Mestrado;62 367 €;0;3;92;52;45;18;18;11;8;0
1716;1094;28;Secundario;44 104 €;0;4;71;56;15;35;34;8;8;0
1717;827;32;Mestrado;45 682 €;0;2;98;30;53;2;32;10;3;0
1718;638;43;Licenciatura;71 035 €;1;8;11;221;39;14;16;22;9;0
1719;909;53;Licenciatura;59 372 €;1;17;98;657;82;2;14;2;1;1
1720;965;28;Licenciatura;20 095 €;0;5;96;39;23;6;41;1;28;0
1721;772;26;Mestrado;56 216 €;0;5;31;119;39;6;50;1;4;1
1722;761;46;Mestrado;58 792 €;0;3;9;64;92;1;6;1;0;0
1723;862;28;Mestrado;38 196 €;0;4;54;71;28;12;42;1;17;1
1724;855;57;Mestrado;75 122 €;1;8;15;223;55;12;30;2;1;0
1725;1176;42;Mestrado;62 561 €;0;15;58;549;81;1;17;1;1;1
1726;832;28;Mestrado;23 250 €;0;4;42;36;48;1;40;5;6;0
1727;1177;23;Licenciatura;23 097 €;1;2;38;41;9;35;43;10;3;0
1728;874;40;Mestrado;68 517 €;0;12;76;393;64;3;28;0;4;0
1729;708;50;Mestrado;66 685 €;0;11;9;350;67;4;22;4;3;0
1730;1157;77;Licenciatura;119 762 €;0;29;87;1403;66;7;19;1;7;0
1731;712;28;Mestrado;39 786 €;0;2;43;36;33;10;43;3;11;0
1732;976;57;Licenciatura;90 282 €;0;27;90;1271;85;1;12;1;1;1
1733;599;53;Mestrado;77 289 €;1;4;18;93;89;0;10;1;0;0
1734;1177;62;Mestrado;83 838 €;1;19;99;764;55;7;26;6;6;0
1735;672;57;Mestrado;89 459 €;0;19;35;769;61;1;22;12;4;1
1736;1023;38;Secundario;54 804 €;1;6;57;147;31;7;33;10;19;0
1737;629;47;Doutoramento;82 001 €;1;20;28;829;89;1;9;1;1;1
1738;1223;64;Licenciatura;103 423 €;1;38;30;1984;62;0;20;9;9;1
1739;761;41;Mestrado;62 305 €;0;8;13;216;62;2;28;5;3;0
1740;1218;28;Mestrado;31 885 €;0;1;379;12;41;2;40;11;6;0
1741;552;39;Mestrado;47 576 €;0;3;34;40;59;2;22;12;5;0
1742;981;40;Licenciatura;64 471 €;0;10;61;299;56;3;36;1;4;0
1743;758;61;Licenciatura;71 321 €;1;14;96;481;43;12;29;2;14;0
1744;776;73;Doutoramento;106 597 €;0;25;100;1147;80;1;17;0;2;0
1745;874;21;Licenciatura;27 944 €;0;4;60;74;17;10;33;10;30;0
1746;644;34;Mestrado;41 918 €;0;5;6;48;35;6;32;16;11;0
1747;714;25;Licenciatura;29 125 €;0;4;23;34;44;7;32;7;10;0
1748;1174;28;Mestrado;35 434 €;0;1;340;20;54;1;42;0;3;1
1749;705;23;Licenciatura;28 722 €;0;4;52;35;38;11;24;13;14;0
1750;1187;37;Secundario;53 085 €;0;3;10;65;27;5;32;30;6;0
1751;827;69;Licenciatura;102 855 €;1;22;19;951;20;2;23;36;19;0
1752;1093;56;Mestrado;75 699 €;1;21;62;891;69;4;18;5;4;0
1753;1150;57;Mestrado;65 487 €;0;10;68;301;86;1;12;1;1;0
1754;757;68;Mestrado;96 777 €;0;18;98;713;67;8;19;5;2;0
1755;838;61;Mestrado;65 706 €;1;10;63;296;83;2;14;0;1;0
1756;1219;23;Licenciatura;10 000 €;1;1;461;14;40;16;26;16;2;0
1757;603;72;Mestrado;108 919 €;1;30;35;1477;42;5;45;2;6;1
1758;1194;76;Secundario;116 406 €;1;34;19;1729;20;14;29;28;8;1
1759;1170;66;Mestrado;99 482 €;1;38;12;1983;21;1;52;1;24;0
1760;830;76;Mestrado;115 158 €;1;32;96;1607;47;1;47;3;2;1
1761;799;58;Mestrado;58 260 €;1;3;73;66;80;4;12;4;1;0
1762;741;56;Mestrado;80 739 €;1;13;59;432;56;4;32;5;3;0
1763;1118;67;Licenciatura;97 737 €;1;32;75;1600;22;27;30;11;10;0
1764;877;50;Doutoramento;63 067 €;1;8;56;221;82;0;17;0;0;0
1765;654;66;Mestrado;88 391 €;1;20;68;837;30;13;40;6;11;0
1766;786;26;Mestrado;29 727 €;0;3;88;46;63;3;27;4;3;0
1767;578;34;Licenciatura;53 469 €;0;3;53;49;43;2;42;12;0;0
1768;1115;22;Licenciatura;27 511 €;0;4;59;70;58;10;11;18;3;0
1769;1108;62;Doutoramento;90 630 €;0;19;6;768;66;3;26;3;2;0
1770;703;48;Mestrado;67 547 €;1;2;88;42;93;0;7;0;0;0
1771;1033;40;Licenciatura;47 221 €;0;4;82;90;79;2;18;0;1;0
1772;747;33;Licenciatura;48 841 €;0;1;297;20;45;5;40;5;6;0
1773;798;26;Licenciatura;39 758 €;0;4;77;39;24;5;63;4;4;0
1774;1132;35;Mestrado;51 845 €;0;6;71;153;76;0;20;2;2;0
1775;578;24;Licenciatura;38 737 €;0;1;473;9;9;19;25;14;33;0
1776;684;22;Secundario;42 957 €;1;4;27;63;17;39;25;17;2;1
1777;659;42;Mestrado;67 841 €;1;11;36;347;81;1;17;1;1;0
1778;1053;37;Licenciatura;67 236 €;1;16;47;598;73;3;16;5;3;1
1779;1235;53;Licenciatura;76 952 €;1;19;62;778;80;2;14;1;3;0
1780;630;33;Mestrado;49 041 €;0;3;16;52;57;3;33;1;7;0
1781;975;44;Secundario;77 035 €;0;10;37;301;78;1;15;5;1;0
1782;888;73;Mestrado;105 195 €;1;36;41;1857;42;3;47;2;6;1
1783;601;65;Mestrado;102 573 €;1;29;10;1413;71;0;27;1;1;1
1784;653;23;Licenciatura;37 988 €;0;3;8;44;8;51;33;2;7;0
1785;1183;34;Secundario;51 577 €;0;9;80;257;18;14;27;25;16;0
1786;1040;21;Licenciatura;34 241 €;0;3;51;37;11;3;46;23;17;0
1787;728;77;Mestrado;119 268 €;1;26;20;1205;26;22;41;4;7;0
1788;1117;47;Mestrado;68 419 €;1;15;65;541;79;2;16;2;1;0
1789;717;23;Mestrado;46 908 €;1;3;39;50;30;16;30;10;14;0
1790;738;61;Secundario;85 020 €;1;23;60;1011;46;4;16;10;23;0
1791;652;76;Secundario;127 824 €;1;38;71;1980;30;6;42;12;10;1
1792;1154;65;Licenciatura;84 281 €;1;26;3;1210;12;16;38;13;21;0
1793;1136;47;Doutoramento;69 058 €;1;11;42;346;93;1;6;0;0;0
1794;613;18;Secundario;15 540 €;0;4;77;31;3;29;14;40;14;0
1795;1150;28;Licenciatura;47 509 €;0;9;38;258;54;13;19;13;1;0
1796;662;67;Licenciatura;104 481 €;1;23;44;1023;31;0;26;41;2;0
1797;776;33;Secundario;33 396 €;0;3;63;66;45;4;37;7;7;1
1798;1192;64;Mestrado;83 879 €;1;26;22;1210;43;4;40;3;10;0
1799;820;24;Mestrado;26 703 €;0;2;61;18;31;12;31;17;9;0
1800;1133;77;Mestrado;86 476 €;1;30;78;1464;38;1;49;11;0;0
1801;760;50;Licenciatura;59 669 €;1;1;283;17;80;3;12;3;3;0
1802;803;44;Mestrado;56 225 €;0;2;20;32;61;3;31;2;3;0
1803;1152;65;Licenciatura;89 058 €;1;33;73;1661;50;9;29;7;5;0
1804;769;66;Licenciatura;92 745 €;1;28;41;1348;45;4;47;3;2;1
1805;1180;67;Secundario;94 570 €;1;26;39;1209;17;17;35;20;11;0
1806;1148;44;Mestrado;58 836 €;0;7;42;183;79;1;18;1;1;1
1807;887;38;Licenciatura;65 797 €;0;15;94;545;59;3;34;2;2;1
1808;559;22;Licenciatura;44 100 €;0;4;7;42;31;12;16;19;23;0
1809;1192;25;Licenciatura;43 972 €;0;7;40;185;27;11;46;10;5;0
1810;569;26;Mestrado;39 916 €;0;2;45;32;43;4;46;1;7;1
1811;774;59;Mestrado;91 195 €;1;28;6;1334;57;6;35;1;1;0
1812;992;38;Licenciatura;38 013 €;0;4;72;74;60;7;26;1;6;0
1813;1100;35;Doutoramento;45 639 €;0;1;72;20;75;1;22;0;2;0
1814;710;58;Mestrado;80 227 €;1;22;85;961;82;0;15;1;1;1
1815;1063;70;Licenciatura;83 942 €;1;29;20;1407;40;3;45;3;9;0
1816;1247;21;Secundario;10 000 €;0;4;98;66;8;27;27;16;22;0
1817;1110;19;Secundario;27 218 €;0;3;26;46;8;17;16;27;32;0
1818;569;20;Secundario;23 749 €;0;3;20;36;24;23;7;29;17;0
1819;886;45;Doutoramento;76 686 €;1;17;20;653;83;0;14;1;1;0
1820;813;76;Mestrado;126 891 €;1;39;1;2041;63;10;22;4;1;1
1821;1246;60;Mestrado;96 759 €;1;39;69;2041;78;0;16;5;1;1
1822;963;48;Mestrado;66 378 €;1;18;68;715;30;10;30;15;15;0
1823;604;23;Licenciatura;12 077 €;0;2;26;19;26;9;48;4;13;0
1824;1235;64;Licenciatura;98 223 €;1;36;37;1853;48;6;40;1;5;0
1825;996;76;Doutoramento;115 682 €;1;47;50;2527;41;3;50;3;2;1
1826;1149;65;Licenciatura;98 781 €;1;28;43;1347;57;5;24;5;10;1
1827;879;75;Mestrado;126 782 €;1;43;84;2287;36;8;44;4;8;1
1828;1218;50;Mestrado;57 692 €;1;10;86;302;91;1;7;1;1;0
1829;552;68;Doutoramento;95 399 €;1;21;93;892;32;2;45;13;8;0
1830;873;55;Mestrado;75 372 €;1;15;94;546;66;4;23;7;1;0
1831;1060;59;Mestrado;70 333 €;1;19;72;771;51;0;31;9;9;0
1832;953;41;Mestrado;66 130 €;0;19;45;775;59;3;30;5;4;0
1833;1195;55;Doutoramento;76 444 €;1;30;55;1471;64;1;27;4;4;0
1834;1219;58;Mestrado;103 979 €;0;35;61;1794;50;6;35;7;2;0
1835;668;63;Licenciatura;90 721 €;1;13;68;435;25;23;47;1;4;0
1836;1193;39;Mestrado;71 170 €;0;17;41;661;74;1;23;1;1;0
1837;981;68;Mestrado;89 513 €;1;15;39;548;69;2;27;1;1;0
1838;635;65;Mestrado;104 100 €;1;21;72;894;64;1;29;3;4;0
1839;990;35;Mestrado;37 257 €;0;3;89;34;36;3;48;9;3;0
1840;764;46;Mestrado;72 887 €;1;3;94;66;91;0;7;2;0;0
1841;903;38;Licenciatura;65 038 €;1;7;66;180;55;3;35;4;3;0
1842;1024;18;Secundario;29 232 €;0;3;50;50;7;10;27;35;21;0
1843;764;27;Licenciatura;31 403 €;0;4;98;49;13;18;48;16;5;0
1844;1019;43;Licenciatura;67 008 €;0;5;29;121;55;1;25;4;15;0
1845;674;67;Licenciatura;108 481 €;1;24;18;1088;15;21;39;19;6;0
1846;728;49;Mestrado;72 580 €;1;13;4;436;87;1;9;1;1;0
1847;727;38;Mestrado;61 898 €;0;7;90;181;73;1;22;3;2;1
1848;1094;62;Licenciatura;66 462 €;1;9;43;259;39;7;14;20;20;0
1849;1083;66;Mestrado;100 567 €;1;34;71;1725;45;10;37;8;1;0
1850;1075;36;Mestrado;50 113 €;0;5;79;118;54;0;43;1;2;0
1851;782;63;Doutoramento;97 387 €;1;17;89;654;74;2;20;1;3;0
1852;864;45;Licenciatura;74 600 €;1;15;40;547;72;1;21;1;5;0
1853;1183;61;Mestrado;89 476 €;1;27;8;1281;82;0;16;1;0;1
1854;779;59;Mestrado;91 928 €;0;26;86;1204;56;4;37;0;3;1
1855;767;69;Secundario;108 933 €;1;34;25;1732;35;21;23;20;0;1
1856;981;40;Licenciatura;72 106 €;0;5;17;118;63;2;27;0;7;0
1857;1152;32;Mestrado;46 722 €;0;15;89;544;50;1;44;1;4;1
1858;739;55;Mestrado;74 275 €;1;12;91;393;53;2;21;6;17;0
1859;653;24;Licenciatura;40 537 €;0;2;18;29;17;7;35;12;30;0
1860;718;51;Mestrado;88 967 €;0;12;61;393;89;2;9;0;0;1
1861;845;63;Licenciatura;82 886 €;0;15;24;535;46;8;32;8;7;0
1862;813;72;Licenciatura;119 592 €;0;29;22;1408;80;2;15;2;2;1
1863;1045;53;Licenciatura;73 809 €;0;17;66;646;58;10;18;10;4;0
1864;690;45;Licenciatura;55 981 €;1;5;15;50;54;11;16;13;6;0
1865;968;64;Licenciatura;82 595 €;1;27;91;1271;62;7;25;2;3;0
1866;681;76;Mestrado;128 820 €;1;36;39;1859;49;1;41;5;4;1
1867;877;34;Doutoramento;49 637 €;0;3;20;49;74;2;23;1;0;0
1868;1189;56;Licenciatura;101 926 €;0;28;2;1345;55;8;23;8;6;0
1869;868;32;Licenciatura;51 490 €;0;4;74;89;45;1;45;1;7;1
1870;968;22;Licenciatura;29 255 €;0;2;59;22;49;26;13;7;6;0
1871;600;58;Mestrado;86 372 €;0;11;25;338;72;1;25;0;1;1
1872;620;41;Doutoramento;45 470 €;0;4;2;49;77;2;20;1;0;0
1873;744;75;Licenciatura;105 549 €;1;29;27;1403;57;0;34;1;7;1
1874;556;65;Licenciatura;96 490 €;1;28;66;1345;27;9;53;2;8;1
1875;1063;34;Mestrado;61 246 €;0;10;0;295;41;1;47;8;3;0
1876;876;63;Licenciatura;82 433 €;1;12;56;386;42;13;26;11;8;0
1877;1010;70;Mestrado;99 463 €;1;25;69;1143;21;3;57;7;12;0
1878;900;36;Mestrado;45 871 €;0;3;44;64;63;6;25;1;4;0
1879;1147;57;Mestrado;68 189 €;1;18;80;701;62;4;21;5;8;0
1880;1238;69;Licenciatura;91 540 €;1;38;95;1983;23;1;42;29;6;0
1881;674;56;Licenciatura;90 691 €;1;15;58;538;39;0;36;22;3;0
1882;1087;34;Secundario;62 929 €;0;5;88;119;25;3;44;27;2;0
1883;556;46;Licenciatura;54 362 €;1;5;33;70;92;0;7;0;0;0
1884;890;47;Licenciatura;57 799 €;1;10;67;303;88;1;9;1;0;1
1885;1043;61;Mestrado;98 748 €;1;30;82;1479;79;0;20;0;0;1
1886;894;59;Mestrado;92 860 €;1;26;53;1209;82;3;12;1;3;0
1887;1109;37;Mestrado;53 853 €;0;8;49;220;56;1;36;4;3;0
1888;686;72;Doutoramento;98 987 €;1;21;12;891;24;11;54;5;6;0
1889;946;31;Mestrado;38 913 €;0;3;91;53;39;6;38;6;11;0
1890;1113;76;Licenciatura;123 732 €;1;34;50;1722;33;3;44;11;8;1
1891;1086;22;Licenciatura;10 000 €;1;1;294;12;5;23;31;25;16;0
1892;569;52;Mestrado;65 791 €;1;3;44;66;89;0;10;0;0;0
1893;1209;32;Doutoramento;54 084 €;0;3;16;64;61;3;20;6;10;0
1894;1203;63;Licenciatura;90 072 €;1;30;91;1466;27;8;43;18;3;0
1895;919;18;Secundario;26 589 €;0;1;345;15;5;46;14;28;6;0
1896;1189;20;Secundario;42 112 €;0;8;58;220;5;10;35;28;22;0
1897;1077;23;Licenciatura;21 142 €;1;4;62;61;33;15;40;6;6;0
1898;773;25;Mestrado;51 686 €;0;2;73;41;25;11;51;8;5;0
1899;674;56;Licenciatura;79 272 €;1;5;42;92;38;15;28;9;10;0
1900;1121;60;Licenciatura;79 446 €;0;16;100;599;52;5;23;11;9;0
1901;1205;70;Mestrado;112 221 €;1;35;47;1795;36;4;43;15;2;1
1902;609;31;Licenciatura;48 385 €;0;3;29;66;38;3;57;1;2;1
1903;906;31;Mestrado;37 429 €;0;2;10;42;73;0;24;3;0;0
1904;1233;61;Mestrado;83 845 €;1;29;63;1404;64;4;25;4;3;0
1905;1190;53;Mestrado;74 022 €;0;16;53;604;80;0;18;0;1;0
1906;1043;69;Secundario;120 079 €;1;42;33;2228;37;3;50;1;9;1
1907;920;58;Licenciatura;76 673 €;1;18;72;710;65;2;26;2;5;0
1908;1139;66;Mestrado;96 033 €;1;33;27;1666;50;2;33;7;8;0
1909;1123;18;Secundario;10 000 €;0;5;63;79;13;22;23;8;34;0
1910;637;54;Mestrado;84 001 €;1;15;4;549;91;0;8;0;1;1
1911;940;29;Mestrado;56 348 €;0;2;77;42;32;7;41;15;5;0
1912;730;50;Mestrado;68 549 €;1;7;42;182;77;2;16;2;3;0
1913;1126;58;Secundario;64 687 €;1;12;42;387;59;10;22;6;3;0
1914;1108;20;Secundario;21 333 €;1;4;61;71;69;6;11;5;8;0
1915;649;35;Licenciatura;52 705 €;0;3;51;34;52;6;33;3;6;0
1916;1141;39;Mestrado;59 705 €;0;14;33;490;50;6;28;10;6;0
1917;928;47;Mestrado;66 381 €;0;15;70;536;54;5;31;9;1;0
1918;772;71;Secundario;118 282 €;1;35;98;1798;18;18;34;7;22;1
1919;918;73;Licenciatura;104 990 €;1;36;99;1858;27;1;64;1;7;0
1920;1178;52;Mestrado;81 346 €;1;22;57;955;93;0;6;0;0;0
1921;922;62;Mestrado;68 497 €;1;9;37;260;32;1;39;19;10;0
1922;1038;76;Licenciatura;99 775 €;1;32;12;1606;35;13;28;8;17;1
1923;1201;52;Mestrado;78 662 €;1;19;45;764;80;1;14;3;2;0
1924;870;43;Mestrado;49 261 €;0;5;6;52;58;4;31;2;5;0
1925;695;47;Doutoramento;82 540 €;1;8;2;217;77;0;20;2;1;0
1926;1231;33;Licenciatura;45 732 €;0;8;1;223;17;29;31;15;8;0
1927;662;33;Mestrado;53 655 €;0;3;85;56;72;5;20;1;2;0
1928;1170;21;Licenciatura;40 726 €;0;3;71;54;8;23;29;27;13;0
1929;1048;22;Licenciatura;25 238 €;1;3;15;63;51;1;14;27;7;0
1930;1039;37;Mestrado;51 618 €;1;3;29;66;59;3;36;2;1;0
1931;663;77;Licenciatura;92 162 €;1;19;24;773;54;8;11;19;8;0
1932;949;26;Licenciatura;58 812 €;0;2;42;32;34;7;44;8;7;0
1933;1199;19;Secundario;10 000 €;0;4;16;32;6;35;17;27;15;0
1934;1037;29;Mestrado;44 679 €;0;2;4;40;29;6;62;1;2;0
1935;1005;70;Mestrado;98 075 €;1;30;4;1464;70;2;15;6;6;1
1936;681;30;Mestrado;57 522 €;0;1;484;18;31;10;41;9;9;0
1937;939;73;Mestrado;110 998 €;1;41;62;2168;49;2;45;3;1;1
1938;1025;58;Mestrado;76 164 €;1;16;95;596;69;4;20;2;6;0
1939;809;30;Licenciatura;42 616 €;0;1;532;19;34;25;25;8;7;0
1940;1171;39;Mestrado;41 558 €;0;1;534;19;57;3;37;0;3;0
1941;1038;34;Mestrado;56 107 €;0;11;86;344;51;3;32;12;2;1
1942;641;36;Licenciatura;62 450 €;0;3;97;43;33;8;44;9;7;1
1943;983;23;Mestrado;34 027 €;1;5;27;83;32;5;51;0;12;0
1944;1191;69;Licenciatura;98 810 €;1;38;64;1979;19;23;33;23;2;0
1945;735;67;Mestrado;99 731 €;1;29;93;1412;46;2;45;2;4;0
1946;557;26;Secundario;42 504 €;1;3;7;46;50;10;13;16;12;0
1947;1147;30;Licenciatura;41 310 €;1;5;50;117;44;4;43;8;1;0
1948;794;32;Doutoramento;31 681 €;0;5;63;46;54;5;35;2;4;0
1949;597;53;Licenciatura;88 386 €;1;18;72;702;92;0;7;0;0;1
1950;1163;54;Licenciatura;73 362 €;0;17;96;657;77;2;16;3;2;0
1951;657;26;Licenciatura;48 528 €;0;2;92;31;11;15;49;12;13;0
1952;1213;20;Secundario;24 366 €;1;4;4;92;5;40;13;10;31;0
1953;1204;57;Mestrado;82 493 €;1;22;88;962;58;11;28;1;2;0
1954;1043;47;Licenciatura;79 639 €;1;23;54;1017;86;2;10;2;1;1
1955;723;24;Mestrado;28 078 €;0;4;40;38;23;9;51;7;10;0
1956;1022;73;Licenciatura;106 835 €;1;37;66;1914;70;0;20;5;5;1
1957;1202;31;Licenciatura;50 584 €;0;5;4;119;51;9;34;5;1;0
1958;780;75;Mestrado;97 763 €;1;28;25;1340;66;6;24;0;3;0
1959;668;66;Secundario;107 154 €;1;33;64;1671;27;13;30;15;15;1
1960;604;28;Mestrado;20 425 €;0;2;35;19;49;5;36;9;0;0
1961;1010;19;Secundario;30 482 €;0;3;58;66;4;33;20;25;17;0
1962;859;36;Mestrado;50 720 €;0;1;182;9;47;1;35;9;8;0
1963;596;34;Mestrado;60 701 €;0;3;55;65;42;3;37;8;10;0
1964;917;57;Mestrado;73 492 €;0;16;39;587;66;1;28;3;2;0
1965;648;69;Licenciatura;96 577 €;1;21;6;889;40;1;42;7;10;1
1966;664;65;Secundario;88 867 €;1;24;30;1074;36;5;40;9;10;1
1967;951;53;Licenciatura;77 431 €;1;23;78;1019;85;0;12;2;1;1
1968;1113;40;Mestrado;54 644 €;0;2;89;40;37;2;53;4;5;0
1969;986;48;Secundario;70 339 €;1;18;21;717;67;0;25;4;3;0
1970;960;44;Licenciatura;81 523 €;0;18;41;701;40;2;43;8;7;0
1971;972;73;Mestrado;112 578 €;1;36;86;1851;47;3;44;3;4;0
1972;865;40;Secundario;67 179 €;0;8;22;223;38;5;38;12;6;0
1973;609;31;Licenciatura;54 277 €;0;5;55;121;58;1;34;4;3;0
1974;771;74;Mestrado;94 793 €;1;18;75;705;39;14;32;7;9;0
1975;687;21;Licenciatura;35 421 €;1;2;96;22;25;19;30;15;10;0
1976;737;40;Licenciatura;53 131 €;0;4;48;63;51;2;17;2;28;0
1977;839;64;Licenciatura;104 625 €;1;24;18;1077;74;3;12;5;5;1
1978;1192;65;Mestrado;103 518 €;1;31;22;1530;37;1;51;6;5;1
1979;583;38;Mestrado;71 519 €;0;1;318;14;69;2;22;4;3;0
1980;1219;75;Licenciatura;93 158 €;0;25;92;1138;47;18;21;5;9;0
1981;628;47;Doutoramento;65 303 €;1;6;82;154;96;0;3;1;0;1
1982;1163;71;Secundario;101 780 €;1;36;41;1856;41;22;19;1;17;1
1983;1179;62;Mestrado;85 513 €;1;26;72;1215;57;0;37;3;3;1
1984;1219;50;Mestrado;65 441 €;1;18;98;711;82;2;14;2;0;0
1985;971;32;Licenciatura;49 341 €;1;8;41;219;18;11;27;8;36;0
1986;1067;38;Licenciatura;65 733 €;0;22;67;950;59;4;27;5;4;0
1987;786;38;Licenciatura;44 995 €;0;5;57;79;24;7;60;5;4;0
1988;627;30;Licenciatura;52 996 €;0;8;43;217;37;7;43;7;6;0
1989;997;36;Mestrado;62 885 €;0;1;63;20;61;4;31;3;1;0
1990;873;59;Mestrado;78 074 €;1;21;7;895;66;11;14;8;2;0
1991;947;62;Licenciatura;93 208 €;1;24;98;1083;74;7;17;2;0;1
1992;656;54;Mestrado;87 879 €;1;21;24;884;92;0;7;0;0;0
1993;659;44;Doutoramento;62 790 €;0;2;82;31;79;2;18;1;0;0
1994;955;76;Licenciatura;106 845 €;0;32;40;1603;76;1;17;5;0;1
1995;1202;59;Licenciatura;85 993 €;1;23;49;1019;36;19;15;11;19;0
1996;802;37;Licenciatura;50 521 €;0;5;91;77;35;13;42;7;4;0
1997;626;40;Mestrado;56 305 €;0;3;11;52;67;1;27;3;2;0
1998;598;64;Licenciatura;98 920 €;1;15;49;541;28;15;16;24;17;0
1999;803;54;Licenciatura;64 020 €;1;7;99;185;82;3;11;1;3;0
2000;1019;45;Secundario;56 404 €;0;3;52;66;37;22;21;5;14;0
2001;864;55;Licenciatura;76 834 €;1;7;14;183;60;4;28;5;2;0
2002;911;51;Doutoramento;77 811 €;1;20;93;833;96;0;4;0;0;1
2003;625;51;Mestrado;72 392 €;1;5;20;117;83;3;12;1;1;1
2004;1227;70;Mestrado;111 687 €;1;35;71;1796;47;5;38;6;4;1
2005;1170;48;Mestrado;67 249 €;1;14;28;488;76;2;19;1;2;0
2006;1081;71;Mestrado;103 812 €;1;27;16;1278;50;8;36;5;2;0
2007;732;34;Licenciatura;56 471 €;0;2;16;31;17;16;33;2;33;0
2008;787;48;Mestrado;66 241 €;1;13;66;438;94;0;6;0;0;0
2009;662;19;Secundario;33 179 €;0;1;85;19;8;33;28;15;16;0
2010;940;64;Licenciatura;93 546 €;0;14;31;484;34;7;38;13;8;0
2011;727;64;Mestrado;81 255 €;0;20;86;831;66;5;21;4;4;0
2012;877;71;Mestrado;84 346 €;1;21;21;900;58;4;31;6;1;0
2013;807;24;Mestrado;35 950 €;1;4;9;93;43;25;25;2;5;0
2014;1196;62;Licenciatura;94 196 €;1;22;65;951;59;9;18;2;13;0
2015;758;23;Licenciatura;49 215 €;0;3;17;63;10;10;48;20;12;0
2016;863;64;Mestrado;86 763 €;1;21;65;887;71;2;20;6;0;0
2017;1050;55;Licenciatura;92 519 €;1;23;83;1019;60;7;24;2;7;0
2018;891;55;Mestrado;79 485 €;1;10;72;297;55;9;30;3;3;0
2019;919;24;Mestrado;32 952 €;0;2;19;26;19;14;49;12;5;0
2020;1156;31;Mestrado;45 231 €;0;10;73;296;61;5;23;7;4;0
2021;671;20;Secundario;20 492 €;0;3;38;29;9;33;16;0;42;0
2022;1245;19;Secundario;22 423 €;0;2;92;34;8;11;36;24;21;0
2023;728;55;Mestrado;92 073 €;1;26;23;1216;47;10;25;7;10;0
2024;608;31;Mestrado;49 860 €;0;2;47;31;59;2;32;2;4;0
2025;1000;77;Licenciatura;136 922 €;1;46;5;2468;68;6;18;1;7;1
2026;676;34;Licenciatura;45 249 €;0;3;19;52;28;4;35;26;7;0
2027;708;76;Licenciatura;108 493 €;1;29;16;1411;23;7;61;7;3;0
2028;1229;44;Mestrado;64 325 €;0;17;53;659;58;2;28;7;5;0
2029;691;39;Mestrado;67 616 €;0;3;32;64;58;4;32;5;1;0
2030;1226;41;Mestrado;53 294 €;1;3;6;66;56;0;34;1;9;0
2031;1125;66;Mestrado;88 882 €;1;28;65;1339;65;3;18;3;11;0
2032;800;61;Licenciatura;89 093 €;1;10;80;301;28;13;20;6;33;0
2033;836;34;Mestrado;70 562 €;0;17;15;644;45;6;40;8;2;1
2034;1057;63;Mestrado;85 766 €;1;26;41;1219;60;5;29;5;1;0
2035;875;39;Licenciatura;42 848 €;1;2;22;42;68;2;24;2;4;0
2036;649;77;Secundario;115 951 €;1;34;27;1729;22;7;52;16;3;0
2037;569;59;Mestrado;88 213 €;1;19;36;771;70;3;21;3;2;0
2038;1079;32;Mestrado;30 763 €;0;3;47;47;73;4;21;0;2;0
2039;940;75;Mestrado;110 111 €;1;43;26;2291;47;3;45;1;4;1
